Dispersent_Type,Solid_Content_pct,Solid_Additive_pct,NMC_pct,C65_pct,KS6L_pct,PVDF_pct,Source_Batch,Solid_to_Liquid_Ratio,Binder_to_Active_Ratio,row_index,Composite_Mix_ID,model_name,eta_inf_sisko,k_sisko,n_sisko,curve_rmse,curve_r2,curve_mse
Triton,73.0,0.25,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,54,F1_Triton_73.0_0.25,sisko,2.384750152725301,169.60838199905123,0.05000000000000001,8.109176005894675,0.9902649629430853,65.7587354945779
Triton,73.0,0.25,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,55,F1_Triton_73.0_0.25,sisko,3.3425577528964645,142.03668975528646,0.050000001087552655,1.0672674550696244,0.9997215259007673,1.139059820650793
Triton,69.0,0.5,96.0,2.0,0.0,2.0,Batch_1,2.225806451541103,0.020408163265097874,56,F1_Triton_69.0_0.5,sisko,1.124975076939872,23.87032492306043,0.32563380187645774,2.1576277368229608e-13,1.0,4.6553574507077715e-26
Triton,77.0,0.5,96.0,2.0,0.0,2.0,Batch_1,3.347826086810964,0.020408163265097874,57,F1_Triton_77.0_0.5,sisko,3.437100453100866,167.51389954904846,0.22461682420490986,1.3017373589848227e-09,1.0,1.694520151776781e-18
Triton,73.0,0.5,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,58,F1_Triton_73.0_0.5,sisko,2.483429155695321,71.84317082016818,0.12305683845681359,1.4006782918111445e-08,1.0,1.9618996771509857e-16
Triton,77.0,0.5,96.0,2.0,0.0,2.0,Batch_1,3.347826086810964,0.020408163265097874,59,F1_Triton_77.0_0.5,sisko,3.499570855267988,131.80143061773413,0.3094595124815469,9.257617036723631e-07,0.9999999999999997,8.570347319863562e-13
Triton,73.0,0.25,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,60,F1_Triton_73.0_0.25,sisko,2.9015476679706733,48.13175104417026,0.18265173875292845,7.832101010875043e-07,0.9999999999999986,6.134180624454987e-13
Triton,69.0,0.5,96.0,2.0,0.0,2.0,Batch_1,2.225806451541103,0.020408163265097874,61,F1_Triton_69.0_0.5,sisko,0.00010000039912665676,8.418864616730904,0.6479773771276273,0.15500206606637426,0.9967872387863226,0.02402564048484465
Triton,77.0,0.5,96.0,2.0,0.0,2.0,Batch_1,3.347826086810964,0.020408163265097874,62,F1_Triton_77.0_0.5,sisko,5.058051243917388,218.06494801158476,0.1622534422684886,4.4055770867321074e-07,1.0,1.9409109467138962e-13
Triton,73.0,0.5,96.0,0.0,2.0,2.0,Batch_1,2.7037037036035665,0.02083333333311632,63,F3_Triton_73.0_0.5,sisko,0.612347730223328,3.0919922698314326,0.7979062137713916,1.114928509381089e-10,1.0,1.2430655810307371e-20
Triton,73.0,0.5,96.0,0.0,2.0,2.0,Batch_1,2.7037037036035665,0.02083333333311632,64,F3_Triton_73.0_0.5,sisko,0.00010000000000001276,4.628739097625679,0.8807022369707926,0.12374391171386682,0.9749650222906725,0.015312555686249266
Triton,73.0,0.5,96.0,0.0,2.0,2.0,Batch_1,2.7037037036035665,0.02083333333311632,65,F3_Triton_73.0_0.5,sisko,0.0001000000000000434,4.889305795765029,0.873813423964896,0.11923793004618367,0.9808453646976315,0.014217683961698592
Tego,74.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,66,F1_Tego_74.0_0.5,sisko,1.3086038493745398,23.367896150625494,0.6040966731689964,3.3754675243204674e-14,1.0,1.1393781007742147e-27
none,74.0,0.0,96.0,0.0,2.0,2.0,Batch_2,2.8461538460443787,0.02083333333311632,67,F3_none_74.0_0.0,sisko,0.00010000000020162849,19.360632173190993,0.7902758690457183,0.6679509627209824,0.979987816339914,0.44615848859988727
Tego,74.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,68,F1_Tego_74.0_0.5,sisko,2.532259468847517,30.889640531094305,0.4783917077407755,4.443265711925395e-11,1.0,1.9742610186771884e-21
Triton,77.0,0.0,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,69,F1_Triton_77.0_0.0,sisko,4.781536836779204,151.2624631632233,0.34330949310511644,2.682861085497958e-12,1.0,7.197743604079281e-24
Tego,69.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,70,F1_Tego_69.0_0.25,sisko,0.00010000000000172443,5.241004705390857,0.7700568712491987,0.03747678616821403,0.9992807771736113,0.0014045095014980386
Tego,74.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,71,F1_Tego_74.0_0.0,sisko,4.507577078994924,80.69472287391196,0.1411544944645652,2.8335310978271066e-08,1.0,8.028898482353288e-16
Tego,69.0,0.5,97.0,1.5,0.0,1.5,Batch_2,2.225806451541103,0.015228426395784483,72,F2_Tego_69.0_0.5,sisko,0.0001000000005325019,1.875972599804483,0.8278829613537338,0.006479581545232352,0.9997617204096839,4.198497700131568e-05
Triton,74.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,73,F1_Triton_74.0_0.0,sisko,3.2794307687528934,47.479069026884275,0.33805905575993833,1.3358158883243484e-07,1.0,1.7844040874997683e-14
Triton,72.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,74,F1_Triton_72.0_0.25,sisko,2.3855995626549116,25.88860043474331,0.3631239624515517,1.7525754713398124e-09,1.0,3.0715207827419654e-18
Triton,69.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,75,F1_Triton_69.0_0.5,sisko,0.00010000000000000057,5.258790681346232,0.8020681894147594,0.2134417612745858,0.9700064790412457,0.04555738545599728
Tego,77.0,0.0,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,76,F1_Tego_77.0_0.0,sisko,6.811532706929696,227.111467293069,0.2037915788539758,7.562587597699973e-13,1.0,5.719273117288544e-25
Tego,77.0,0.25,97.0,1.5,0.0,1.5,Batch_2,3.347826086810964,0.015228426395784483,77,F2_Tego_77.0_0.25,sisko,4.595287270676636,101.7351081508811,0.05000000000000001,2.9742257562851293,0.9961121737625982,8.846018849349848
Tego,74.0,0.25,97.0,1.5,0.0,1.5,Batch_2,2.8461538460443787,0.015228426395784483,78,F2_Tego_74.0_0.25,sisko,2.212509358892253,15.19189064080436,0.24692315200222087,2.0704197258924176e-10,1.0,4.286637841364434e-20
Hypermer,74.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,79,F1_Hypermer_74.0_0.5,sisko,2.7696153489848028,27.018684650955286,0.4424512763622287,4.879170840189924e-11,1.0,2.3806308087759644e-21
Hypermer,72.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,80,F1_Hypermer_72.0_0.25,sisko,2.196266303849465,19.43423369533189,0.3881667543252453,5.990438889305848e-10,1.0,3.5885358086507887e-19
Tego,72.0,0.0,97.0,1.5,0.0,1.5,Batch_2,2.571428571336735,0.015228426395784483,81,F2_Tego_72.0_0.0,sisko,1.6035900192049042,10.647309974149861,0.21685901059358145,4.5291258980846145e-09,1.0,2.0512981400700766e-17
Tego,74.0,0.5,97.0,1.5,0.0,1.5,Batch_2,2.8461538460443787,0.015228426395784483,82,F2_Tego_74.0_0.5,sisko,1.7355878106834346,11.743212167966819,0.3986286946591021,1.6696775588591093e-08,1.0,2.787823150557714e-16
Triton,77.0,0.25,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,83,F1_Triton_77.0_0.25,sisko,3.3613703719411037,155.9536297730964,0.3599540114188654,9.291465499456648e-08,1.0,8.633133112759318e-15
Hypermer,69.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,84,F1_Hypermer_69.0_0.0,sisko,0.00010000000995660819,3.882250322482847,0.8444139793839637,0.10187207828882193,0.9834045900236548,0.010377920334883864
Triton,77.0,0.5,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,85,F1_Triton_77.0_0.5,sisko,2.9582884156938727,141.64371163088146,0.3879944071844593,3.0215271262084355e-08,1.0,9.129626174413406e-16
Hypermer,69.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,86,F1_Hypermer_69.0_0.5,sisko,1.0535310229231185,4.365038976686037,0.4401290929745479,3.769578504636598e-10,1.0,1.4209722102618292e-19
Tego,72.0,0.5,97.0,1.5,0.0,1.5,Batch_2,2.571428571336735,0.015228426395784483,87,F2_Tego_72.0_0.5,sisko,0.00010000000023074715,1.924975199791001,0.8337145033264994,0.011806564230626503,0.9992072872329836,0.00013939495893190918
Tego,77.0,0.5,97.0,1.5,0.0,1.5,Batch_2,3.347826086810964,0.015228426395784483,88,F2_Tego_77.0_0.5,sisko,1.3737407945339017,31.166659205466395,0.5819428006676425,3.438986622020638e-13,1.0,1.1826628986436917e-25
Tego,76.0,0.0,96.0,2.0,0.0,2.0,Batch_2,3.1666666665347223,0.020408163265097874,89,F1_Tego_76.0_0.0,sisko,1.9752046624249346,84.40419535519257,0.449897038303463,1.1812884277673296e-08,1.0,1.3954423495770093e-16
Triton,74.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,90,F1_Triton_74.0_0.5,sisko,0.8018569191223918,28.426843082056113,0.6044066168005983,8.938204203987045e-10,1.0,7.989149439217169e-19
Tego,77.0,0.0,,,,,Batch_2,3.347826086810964,,91,B_Tego_77.0_0.0,sisko,0.00010000000047880268,134.60149566364277,0.4680958850173755,0.3696437043217442,0.999950155384948,0.13663646814470107
Triton,69.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,92,F1_Triton_69.0_0.0,sisko,0.0001000000000025722,4.656767660855224,0.8140170479912903,0.050951633557762464,0.9977945204341462,0.0025960689622045057
Hypermer,74.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,93,F1_Hypermer_74.0_0.0,sisko,1.6258057348992423,31.557494265114528,0.5443224204097165,1.019333147702812e-11,1.0,1.0390400660057225e-22
Tego,72.0,0.25,97.0,1.5,0.0,1.5,Batch_2,2.571428571336735,0.015228426395784483,94,F2_Tego_72.0_0.25,sisko,1.343893689025327,5.1898463109638975,0.5049316954041628,1.1568881947679695e-11,1.0,1.3383902951934914e-22
Tego,74.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,95,F1_Tego_74.0_0.5,sisko,3.859924642712004,52.06007436080452,0.17903796205194106,6.125955938775298e-07,0.9999999999999992,3.752733616381635e-13
Tego,77.0,0.25,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,96,F1_Tego_77.0_0.25,sisko,6.426360063320224,114.4016399360409,0.24951581645723866,3.94888479679693e-10,1.0,1.559369113837393e-19
Tego,72.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,97,F1_Tego_72.0_0.0,sisko,2.5096436447308323,26.307656081780262,0.2744235820277339,1.764094505782834e-07,0.9999999999999998,3.1120294253331814e-14
Triton,72.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,98,F1_Triton_72.0_0.0,sisko,3.1715309073108595,35.57826903119362,0.15830894671646933,3.822033938068444e-08,1.0,1.4607943423746976e-15
Tego,69.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,99,F1_Tego_69.0_0.5,sisko,0.00010000000054034891,3.1923477760055072,0.8694116924234178,0.10938876042380487,0.9636451703492994,0.011965900907056579
Tego,72.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,100,F1_Tego_72.0_0.25,sisko,0.00010000001187411946,12.329196435963812,0.7410512090277004,0.06784155424167732,0.9996291689090862,0.004602476481926445
Hypermer,77.0,0.0,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,101,F1_Hypermer_77.0_0.0,sisko,3.5543058333020876,111.22169416670157,0.32344734168747946,3.2099282542470737e-12,1.0,1.0303639397413666e-23
Triton,74.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,102,F1_Triton_74.0_0.25,sisko,1.2583806966097801,32.10521938022178,0.5634998957996397,5.66749800296031e-08,1.0,3.2120533613559103e-15
Triton,72.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,103,F1_Triton_72.0_0.5,sisko,0.0272817871789065,10.266718261480385,0.7376487284189653,4.2420646102867075e-08,0.9999999999999998,1.7995112157846915e-15
Hypermer,77.0,0.25,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,104,F1_Hypermer_77.0_0.25,sisko,4.220610341736961,66.11888965785947,0.4826476761030062,2.756185774357263e-10,1.0,7.596560022769345e-20
Hypermer,74.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,105,F1_Hypermer_74.0_0.25,sisko,1.1938055993495265,14.59779440065509,0.6795367205380944,4.211319901211865e-12,1.0,1.7735215310343114e-23
