Dispersent_Type,Solid_Content_pct,Solid_Additive_pct,NMC_pct,C65_pct,KS6L_pct,PVDF_pct,Source_Batch,Solid_to_Liquid_Ratio,Binder_to_Active_Ratio,row_index,Composite_Mix_ID,model_name,k_consistency,n_flow,curve_rmse,curve_r2,curve_mse
Hypermer,73.0,0.5,97.0,1.5,0.0,1.5,Batch_1,2.7037037036035665,0.015228426395784483,11,F2_Hypermer_73.0_0.5,power_law,4.5064324028621146,0.5997325370519795,0.17283696366586543,0.9898518618548475,0.02987261600923569
Hypermer,73.0,0.5,96.0,0.0,2.0,2.0,Batch_1,2.7037037036035665,0.02083333333311632,12,F3_Hypermer_73.0_0.5,power_law,5.7733006619706435,0.7968432764359535,0.19409002382598184,0.9839331240124858,0.0376709373487702
Hypermer,73.0,0.5,96.0,0.0,2.0,2.0,Batch_1,2.7037037036035665,0.02083333333311632,13,F3_Hypermer_73.0_0.5,power_law,12.567112532960419,0.6743973576456603,0.32196625041452576,0.9931743802541457,0.10366226640598909
Hypermer,73.0,0.5,96.0,0.0,2.0,2.0,Batch_1,2.7037037036035665,0.02083333333311632,14,F3_Hypermer_73.0_0.5,power_law,6.059767000406606,0.78092444312339,0.2430315514169492,0.9796639143389089,0.059064334984129226
none,73.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,15,F1_none_73.0_0.0,power_law,28.783393530896237,0.5515051548933437,1.6134330876490368,0.9814436605636669,2.6031663283207047
none,73.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,16,F1_none_73.0_0.0,power_law,25.51839104731627,0.5700190322216041,0.8135321898682099,0.9932070181832124,0.6618346239517651
none,69.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.225806451541103,0.020408163265097874,17,F1_none_69.0_0.0,power_law,7.8118970113592825,0.5462112908099505,0.08151279081772214,0.9991777402179345,0.006644335066893727
none,69.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.225806451541103,0.020408163265097874,18,F1_none_69.0_0.0,power_law,6.271508893565013,0.7071659785211175,0.25034100926626407,0.9809251305723121,0.06267062092045171
none,69.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.225806451541103,0.020408163265097874,19,F1_none_69.0_0.0,power_law,5.98851084850026,0.7175491521620263,0.26278984730102956,0.9758885723062434,0.06905850384449844
none,73.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,20,F1_none_73.0_0.0,power_law,119.54076369005163,0.23363244615885864,10.13172326365644,0.9713478236358081,102.6518162913171
none,69.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.225806451541103,0.020408163265097874,21,F1_none_69.0_0.0,power_law,5.461786451058044,0.6605221792325401,0.22174586607633,0.9826764709960684,0.04917122912194168
none,73.0,0.0,96.0,2.0,0.0,2.0,Batch_1,2.7037037036035665,0.020408163265097874,22,F1_none_73.0_0.0,power_law,135.8189143011414,0.21367780691340488,12.413538354973362,0.9677116770727766,154.09593449039474
none,73.0,0.0,97.0,1.5,0.0,1.5,Batch_1,2.7037037036035665,0.015228426395784483,23,F2_none_73.0_0.0,power_law,5.190062286424922,0.7701308494484083,0.1614992350032675,0.9854518522547162,0.02608200290664062
none,73.0,0.0,97.0,1.5,0.0,1.5,Batch_1,2.7037037036035665,0.015228426395784483,24,F2_none_73.0_0.0,power_law,3.2727398696265184,0.6737736041799531,0.07209845323371547,0.9957341346103696,0.005198186958694256
