Dispersent_Type,Solid_Content_pct,Solid_Additive_pct,NMC_pct,C65_pct,KS6L_pct,PVDF_pct,Source_Batch,Solid_to_Liquid_Ratio,Binder_to_Active_Ratio,row_index,Composite_Mix_ID,model_name,k_consistency,n_flow,curve_rmse,curve_r2,curve_mse
Triton,72.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,114,F1_Triton_72.0_0.0,power_law,16.034111548129754,0.6506792673622473,0.6180108621907929,0.9884841073604032,0.3819374257858072
Tego,77.0,0.25,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,115,F1_Tego_77.0_0.25,power_law,123.06200642139918,0.46739135506565527,2.4598403709273753,0.9975860032797775,6.050814650444127
Hypermer,77.0,0.0,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,116,F1_Hypermer_77.0_0.0,power_law,154.1898263192283,0.4168990344819398,5.496331751896226,0.9931435591782237,30.209662726902632
Triton,77.0,0.25,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,117,F1_Triton_77.0_0.25,power_law,159.35423737945413,0.41135302076278585,5.05880861509216,0.9945086217295048,25.591544604130664
Triton,72.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,118,F1_Triton_72.0_0.25,power_law,12.087892685970225,0.6928087420882968,0.4663993296530553,0.9869589031115089,0.21752833470081934
Triton,72.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,119,F1_Triton_72.0_0.25,power_law,11.914405156258946,0.7217503504391186,0.1311591501059347,0.9986999148749058,0.01720272265651111
Hypermer,77.0,0.25,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,120,F1_Hypermer_77.0_0.25,power_law,61.282128284522386,0.5915707150881773,2.15565569694148,0.9914990515189536,4.646851483756257
Triton,74.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,121,F1_Triton_74.0_0.25,power_law,61.7695116878856,0.46746374225414655,3.630250003713884,0.982003437706455,13.178715089464655
Hypermer,72.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,122,F1_Hypermer_72.0_0.5,power_law,13.749185580644761,0.6502990263070411,0.4466116246976699,0.9916392897437238,0.19946194331509234
Hypermer,72.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,123,F1_Hypermer_72.0_0.25,power_law,15.53732599237748,0.6348253593444524,0.6866440212556425,0.985759038964168,0.47148001192611927
Hypermer,69.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,124,F1_Hypermer_69.0_0.5,power_law,6.272135831679059,0.6938427448306029,0.15952279360655505,0.9940274052391214,0.025447521680039564
Tego,69.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,125,F1_Tego_69.0_0.0,power_law,12.621324147648469,0.5743390997701312,1.3231694414977475,0.9437506777101328,1.7507773709134609
Tego,69.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,126,F1_Tego_69.0_0.5,power_law,2.6028913708492607,0.8670607060408333,0.09768223363658339,0.9573738518249564,0.009541818768232064
Triton,72.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.571428571336735,0.020408163265097874,127,F1_Triton_72.0_0.5,power_law,10.420743930401507,0.7107696424249876,0.3038816356619243,0.9917959034697571,0.0923440484925665
Tego,74.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,128,F1_Tego_74.0_0.0,power_law,35.06883172932432,0.5855723868009522,1.133717296232396,0.9928247003431414,1.2853149077764943
Hypermer,74.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,129,F1_Hypermer_74.0_0.25,power_law,20.026609279926415,0.6702522814325199,0.7418338640761428,0.9887145876320135,0.5503174818901411
Hypermer,69.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,130,F1_Hypermer_69.0_0.0,power_law,3.8076024179640426,0.8231407367164029,0.050003603175777435,0.9965899102453198,0.0025003603305606193
Tego,69.0,0.25,96.0,2.0,0.0,2.0,Batch_2,2.225806451541103,0.020408163265097874,131,F1_Tego_69.0_0.25,power_law,5.557248248908337,0.7443354171810029,0.21146685759256828,0.980268110644696,0.04471823186007556
Triton,77.0,0.0,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,132,F1_Triton_77.0_0.0,power_law,160.71509218794486,0.4231775863615764,3.9471238761635923,0.9965828430656222,15.579786893780701
Triton,77.0,0.5,96.0,2.0,0.0,2.0,Batch_2,3.347826086810964,0.020408163265097874,133,F1_Triton_77.0_0.5,power_law,131.93333568644252,0.46081305104484555,0.6126069519912996,0.9998627098082264,0.3752872776280704
Triton,74.0,0.0,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,134,F1_Triton_74.0_0.0,power_law,33.317454158054474,0.5736168127308253,1.526915938376566,0.9866048815243417,2.331472282868389
Tego,74.0,0.5,96.0,2.0,0.0,2.0,Batch_2,2.8461538460443787,0.020408163265097874,135,F1_Tego_74.0_0.5,power_law,71.59356426795803,0.4205286271237583,4.829732038679557,0.9781314668937726,23.326311565447796
